,1239-5-10-amf,1250-5-10-amf,13-5-10-amf,1387-5-10-amf,522-5-10-amf,672-5-10-amf,717-5-10-amf,856-5-10-amf,98-5-10-amf,1859-5-10-AMF,1601-5-10-AMF,1619-5-10-AMF,1832-5-10-AMF,1850-5-10-AMF,1875-5-10-AMF,1973-5-10-AMF,2355-5-10-AMF,2398-5-10-AMF,2500-5-10-AMF,2537-5-10-AMF,2597-5-10-AMF,2629-5-10-AMF,2893-5-10-AMF,2923-5-10-AMF,2869-5-10-AMF,3239-5-10-AMF,3381-5-10-AMF,3409-5-10-AMF,3667-5-10-AMF,3682-5-10-AMF,3779-5-10-AMF,3907-5-10-AMF,473-5-10-AMF,554-5-10-AMF
ASV190,0,0,0,0,0,0,0.020114943,0,0,0,0,0,0,0,0.008573178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005054152,0,0,0,0.007819905,0
ASV322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010946052,0.018371096,0,0,0,0,0,0,0,0,0,0.012834979,0,0,0,0,0,0,0,0,0
ASV2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042410714
ASV660,0,0,0,0,0,0,0,0,0,0,0.04275686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007297368,0,0,0,0,0,0.035811177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV425,0,0.002727583,0,0.017005854,0,0,0,0,0.017525036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006488011,0,0,0,0,0,0,0,0,0
ASV1202,0,0,0,0,0,0,0,0,0,0,0.044033184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044525066,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028364116,0,0,0,0.004372355,0,0,0,0,0,0,0.01183043,0,0
ASV671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045347928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045462845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003909304,0.036129822,0,0,0,0,0,0,0,0,0,0.005641749,0,0,0,0,0,0,0,0,0
ASV758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046335853,0,0
ASV754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046664476,0,0
ASV747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047978968,0,0
ASV452,0,0,0,0,0,0,0,0,0,0.030214016,0,0,0,0,0,0,0,0,0,0,0,0,0.010405454,0,0,0,0,0,0,0,0,0.007558331,0,0
ASV1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04829083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV83,0,0,0,0,0,0,0,0,0,0.008812421,0,0,0,0.014594735,0.006736069,0.003333333,0,0,0,0,0.013687335,0,0,0,0,0.001707213,0,0,0,0,0,0,0,0
ASV391,0,0,0,0,0,0,0,0,0,0,0,0.033707865,0,0.013291634,0,0,0,0,0,0,0,0,0,0,0,0,0.002515271,0,0,0,0,0,0,0
ASV765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049874417,0,0,0,0,0,0,0,0,0,0,0
ASV737,0,0,0,0,0,0,0,0,0,0,0,0,0.050187266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV380,0,0,0,0.012545302,0,0,0,0,0.005364807,0,0,0,0,0.001303101,0,0,0,0,0,0,0.016490765,0,0,0,0.009449929,0,0,0,0,0.005156203,0,0,0,0
ASV187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008138904,0,0,0,0,0.022143865,0,0.020840819,0,0,0,0,0,0,0
ASV588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051562026,0,0,0,0
ASV972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052088985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV350,0,0.002386635,0.001098384,0.000278784,0,0,0,0,0,0,0,0,0,0.001563722,0.00183711,0.008888889,0,0,0.004381961,0,0.000164908,0,0,0.001665002,0.000282087,0.001707213,0.003593245,0.012631579,0,0,0.012386457,0,0,0
ASV277,0,0,0,0,0,0.038674033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015192621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV513,0,0,0,0,0,0,0,0,0,0,0.019144863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016645327,0,0,0.008904934,0.009705793,0,0,0,0
ASV341,0,0,0,0,0,0,0,0,0.014306152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01299639,0,0,0,0.027962085,0
ASV398,0,0.002841232,0,0,0,0,0.005028736,0,0.016094421,0,0,0,0,0,0.018371096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013033175,0
ASV456,0,0,0,0,0,0,0,0,0,0,0,0.02247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033417176,0,0,0,0,0,0,0
ASV918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056429734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV212,0,0.004091374,0,0,0,0,0,0,0,0,0.019783025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014245416,0,0,0,0.018772563,0,0,0,0,0
ASV574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV169,0,0,0,0,0,0,0,0,0,0,0.007019783,0,0,0,0,0,0,0,0.036151178,0,0,0,0,0,0,0,0,0,0.014921781,0,0,0,0,0
ASV699,0,0,0,0,0,0,0,0,0,0,0,0,0.060674157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV665,0,0,0,0,0,0,0,0.062947067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV589,0,0,0,0,0,0,0.063218391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV632,0,0,0,0,0,0,0,0.067238913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV342,0,0,0.068099796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV639,0,0,0,0,0,0,0.068247126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068271649,0,0,0,0,0,0,0
ASV3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068322981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV507,0.030286035,0,0,0.003066629,0.007782101,0,0,0,0.001788269,0,0,0,0,0.001042481,0,0,0,0.00621118,0,0,0.004122691,0,0,0,0.001692525,0,0,0,0.002888087,0,0,0,0.012322275,0
ASV206,0,0.035458575,0.008002511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028027309,0,0,0,0,0,0,0
ASV578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072594073,0,0,0,0,0,0,0,0,0,0
ASV230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074675917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07499103,0,0,0,0,0,0,0,0,0,0,0
ASV901,0,0,0,0,0,0,0.076867816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV153,0,0,0,0,0,0,0,0,0,0,0.008296107,0,0,0.007818608,0,0.0525,0,0,0,0,0,0,0,0,0.00493653,0,0,0,0.003369434,0,0,0,0,0
ASV160,0,0.020343221,0,0,0,0,0,0,0.02074392,0,0,0.036329588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV158,0,0,0.004236623,0,0,0,0,0,0,0,0,0.029026217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045678607,0,0
ASV418,0,0,0,0,0,0,0,0,0,0,0,0.038951311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040244341,0,0,0,0,0,0,0
ASV155,0,0,0,0,0,0,0.025862069,0,0,0,0,0,0,0,0.022045315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031791908,0,0,0
ASV678,0,0,0,0,0,0,0,0,0,0,0.081046586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV253,0,0,0,0,0,0,0,0,0,0.011330256,0.017230377,0.013108614,0,0.014594735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028399519,0,0,0,0,0
ASV303,0,0,0,0,0,0,0,0,0,0,0,0.085205993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV345,0,0,0,0,0,0,0,0,0,0,0.086151883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV534,0,0,0,0,0,0,0,0.086194564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV378,0,0,0,0,0,0,0,0.005722461,0,0,0,0,0,0,0,0,0,0.080745342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV351,0,0,0,0.059938667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016490765,0,0,0,0.012693935,0,0,0,0,0,0,0,0,0
ASV280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057191635,0,0,0,0,0.034269199,0,0,0
ASV208,0,0,0,0,0,0,0,0,0,0,0.006381621,0,0,0,0,0.040555556,0,0,0,0,0,0,0.009329028,0,0.018053597,0,0,0,0.018050542,0,0,0,0,0
ASV444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093418259,0,0,0,0
ASV394,0,0,0,0,0,0,0,0,0,0.094838439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV67,0,0.038299807,0.00957163,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.007616361,0,0.029464607,0,0,0,0,0,0,0
ASV188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02951847,0,0,0,0,0,0,0,0,0,0.066061107,0,0,0
ASV251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017722179,0,0,0,0,0,0.053716766,0,0,0,0.024309024,0,0,0,0,0,0,0,0,0,0
ASV145,0,0,0.009885454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063328632,0,0,0,0,0,0,0.010187315,0.013744076,0
ASV486,0,0,0,0,0,0,0,0.097997139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV146,0,0,0.015691197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024434064,0,0,0,0.056564822,0.003614854,0,0
ASV175,0,0,0,0,0,0,0,0,0.021459227,0,0,0,0,0,0,0.061666667,0,0,0,0,0,0,0,0.018315018,0,0,0,0,0,0,0,0,0,0
ASV361,0,0.000795545,0,0,0,0,0,0,0.100858369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV250,0,0,0.006747215,0,0,0,0,0,0,0,0,0.016479401,0,0.003648684,0,0,0,0,0,0,0,0,0,0,0.016361072,0,0.053180022,0,0,0,0,0,0.007582938,0
ASV1079,0,0,0,0,0,0,0,0.002145923,0.004649499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000564175,0,0,0,0,0,0,0,0,0.100446429
ASV126,0,0.029662462,0.021967676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016218523,0.041322314,0,0,0,0,0,0,0
ASV759,0,0,0,0.017005854,0,0,0,0,0,0,0,0,0,0,0,0,0.09371293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV195,0,0,0.010199278,0,0,0,0,0,0,0,0,0.101123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV339,0,0,0.02463518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088070983,0,0
ASV181,0,0.017501989,0.007688687,0,0,0,0.046695402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045241144,0,0,0,0,0,0,0,0
ASV114,0,0,0,0,0,0,0,0,0.035050072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056764831,0,0,0.006257521,0,0,0.006901084,0.012559242,0
ASV170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117549118,0,0,0,0,0,0,0,0,0,0
ASV239,0,0,0,0,0,0,0,0,0,0,0,0,0.046816479,0,0.009797918,0,0,0,0.031586635,0,0,0,0,0,0,0,0,0,0.030565584,0,0,0,0,0
ASV151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04898959,0.007222222,0,0,0,0,0.062664908,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04654011,0,0,0,0,0,0,0,0.052386078,0,0.021861777,0,0,0,0,0,0,0,0,0
ASV94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046666667,0,0,0,0.055344547,0,0,0,0,0,0,0,0,0,0.018804974,0,0,0,0
ASV392,0,0,0,0,0,0,0,0,0,0,0,0,0.101872659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020018198,0,0,0,0
ASV292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123696682,0
ASV56,0,0.013637913,0.073905539,0.015611932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011283498,0.012377294,0,0,0,0,0,0,0.002369668,0
ASV204,0,0,0,0,0,0,0,0,0,0.088124213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04203103,0,0,0,0,0,0,0,0,0
ASV281,0,0,0.03499137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096286559,0,0
ASV652,0,0,0,0,0.077821012,0,0.025143678,0.008583691,0,0,0,0,0,0,0,0,0.023724792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014073495,0,0,0,0,0,0,0,0,0.122353785,0,0,0,0,0,0,0,0,0,0,0
ASV136,0,0.009887487,0,0.003345414,0,0,0,0,0,0,0,0,0,0.00026062,0.003061849,0.008611111,0,0,0.025378857,0,0.036444591,0,0,0,0.006488011,0.008109262,0.004311894,0.018947368,0,0,0.011973576,0,0,0
ASV332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14019314,0,0,0,0,0,0,0,0,0,0
ASV182,0,0,0.046759768,0,0,0,0,0,0,0,0,0.09588015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV147,0,0,0,0,0,0,0,0,0,0,0,0.144756554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV275,0,0,0,0,0,0,0,0,0,0.036088963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090549766,0,0,0,0,0,0.019194313,0
ASV176,0,0,0,0.099247282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030343008,0,0,0,0.017771509,0,0,0,0,0,0,0,0,0
ASV139,0,0.001932038,0.001098384,0.001951491,0,0,0.014367816,0,0.005722461,0.011749895,0.017868539,0.0082397,0,0.007036747,0.00061237,0.006388889,0,0,0.002008399,0.00596853,0.001319261,0,0.003946896,0.000666001,0.001410437,0.001707213,0.004671218,0.009473684,0.012274368,0.004549591,0.010322048,0.005915215,0.006161137,0
ASV249,0,0,0.048485799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100230036,0,0
ASV810,0.01121705,0,0,0.001393922,0.13229572,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0.003792876,0,0,0,0.000282087,0,0,0,0,0,0,0,0,0
ASV150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013031014,0,0,0,0,0,0,0,0,0.113742375,0,0,0.019206146,0,0,0,0,0,0,0.012796209,0
ASV168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159211247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152353575,0,0.015162455,0,0,0,0,0
ASV63,0,0.159449937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009026798,0,0,0,0,0,0,0,0,0
ASV309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170238824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174107143
ASV104,0,0,0,0,0,0,0,0,0,0.047419219,0,0,0,0.016419077,0.052663809,0,0,0,0,0,0,0,0.030139935,0,0.029901269,0,0,0,0,0,0,0.004600723,0,0
ASV137,0,0,0,0.106495679,0,0,0,0,0.01788269,0,0,0,0,0.011988533,0,0,0,0,0,0,0.024901055,0,0,0,0.021015515,0,0,0,0,0,0,0,0,0
ASV236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200181984,0,0,0,0
ASV113,0,0.066825776,0.006590303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075544174,0,0,0,0,0.060693642,0,0,0
ASV92,0,0,0,0,0,0,0,0,0,0.081829627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097179126,0,0,0,0,0,0,0,0.031279621,0
ASV978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212053571
ASV76,0,0,0.003608975,0,0,0,0.099137931,0,0,0,0,0,0,0,0.067360686,0,0,0,0,0,0.012203166,0,0,0,0,0,0,0,0.007220217,0,0,0,0.027962085,0
ASV954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220982143
ASV58,0,0,0,0,0,0,0,0,0.011087268,0.011330256,0,0,0,0,0,0,0,0,0,0.020075963,0,0,0,0.071262071,0,0,0,0,0.058724428,0.059447983,0,0,0,0
ASV240,0,0,0,0,0,0,0,0.234263233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021370863,0.053888549,0,0,0,0,0,0,0,0.105130965,0,0.054583921,0,0,0,0,0,0,0,0,0
ASV41,0,0,0,0,0,0,0,0,0,0,0.083599234,0,0,0.006515507,0,0.009722222,0,0,0,0.014107434,0.016325858,0,0,0,0,0,0.010779734,0,0.055595668,0.010312405,0.02807597,0,0.004265403,0
ASV40,0,0,0,0,0,0,0,0,0.009298999,0,0.017230377,0,0,0,0,0.0975,0,0,0,0,0,0,0,0,0,0.015364917,0,0,0.034897714,0,0,0.0213605,0.0492891,0
ASV884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247767857
ASV186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248407643,0,0,0,0
ASV115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174444444,0,0,0.041446047,0.01356484,0,0,0,0,0.002820874,0,0,0,0.015884477,0.003639672,0,0,0.003554502,0
ASV71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108055556,0,0,0,0.022246337,0,0,0,0,0,0.005975245,0,0,0.016365824,0,0,0.030561945,0.075118483,0
ASV100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011988533,0.108389467,0,0,0,0,0,0,0,0.059921062,0,0.022849083,0,0,0,0,0,0,0.055208676,0,0
ASV48,0,0,0.003922799,0,0,0,0,0,0.059370529,0,0,0,0,0.088871514,0,0.065277778,0,0,0,0,0,0,0,0,0.012834979,0,0.039525692,0,0,0,0,0,0,0
ASV197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027625749,0,0,0,0,0,0,0,0,0.212773592,0.02997003,0,0,0,0,0,0,0,0,0,0
ASV116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278199052,0
ASV72,0,0,0,0,0,0,0,0,0,0.050776332,0.017868539,0,0,0.007818608,0.019595836,0,0,0,0,0,0.043865435,0,0.075349839,0,0.040761636,0,0,0,0.045968712,0,0,0,0,0
ASV110,0,0,0.120979131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185672034,0,0
ASV43,0,0.040686442,0.006747215,0,0,0,0.022988506,0,0.035407725,0,0.019783025,0.007490637,0,0.022413344,0,0,0,0,0,0.006511123,0,0,0,0,0,0.011096884,0.02012217,0,0.017809868,0.098271156,0,0,0,0
ASV390,0,0,0,0,0.315175097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV80,0,0,0,0,0,0,0,0,0,0,0.022335673,0,0,0.032316914,0,0,0,0,0,0,0.186840369,0,0,0,0,0.006828852,0,0,0,0.058538065,0.023121387,0,0,0
ASV156,0,0,0,0,0,0,0,0,0,0,0,0,0.144569288,0,0,0,0,0,0,0.186652198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV217,0,0,0,0.100083635,0,0,0,0,0,0,0.019144863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225263158,0,0,0,0,0,0
ASV148,0,0,0,0,0,0,0,0.366595136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410589411,0,0,0,0,0,0,0,0,0,0
ASV193,0,0,0,0,0.373540856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029188654,0,0,0,0.013540197,0,0,0,0.003369434,0,0,0,0,0
ASV50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026331904,0,0,0,0.444221289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV55,0,0,0,0,0,0,0,0,0,0,0,0,0.306741573,0,0.09614207,0,0,0,0.065364251,0,0,0,0,0,0,0,0,0,0.126113117,0,0,0,0,0
ASV28,0,0.035231276,0.014906637,0,0,0,0.361350575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184379001,0,0,0,0,0,0,0,0
ASV31,0,0,0,0.226930583,0,0,0,0,0.04434907,0,0,0,0,0.005733646,0,0,0,0.105590062,0,0,0.161609499,0,0,0,0.058110014,0,0,0,0,0,0,0,0,0
ASV23,0,0.109216956,0,0,0,0,0,0,0.443133047,0,0,0.147378277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV18,0,0,0.035305194,0,0,0,0,0,0,0.361309274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196332863,0,0,0,0,0,0,0.067696352,0.043127962,0
ASV13,0,0.183884532,0.088969088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247119078,0.026230686,0,0,0.007279345,0.107349298,0.011501807,0.045971564,0
ASV797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726708075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003614854,0,0
ASV35,0,0,0,0,0,0,0,0,0,0.011749895,0.202297384,0,0,0.203023195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404211396,0,0.002606635,0
ASV103,0,0,0,0,0,0,0,0,0,0,0,0,0.17340824,0,0,0,0.586002372,0,0,0.115572436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV82,0.946719013,0,0,0,0.06614786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014182058,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV130,0,0,0,0,0,0.953038674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143787303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256227758,0,0,0,0,0.930555556,0,0,0,0,0,0,0,0,0,0,0,0
ASV4,0,0,0,0.284917759,0,0,0,0,0.031473534,0.051615611,0.083599234,0,0.064419476,0.059682043,0.015921617,0.026111111,0,0,0,0.022788931,0.063654354,0,0,0.058608059,0,0.008109262,0.043478261,0.72,0.121299639,0.031240522,0,0,0.009478673,0
